timestamp_s,step,cmd_hip,cmd_thigh,cmd_calf,act_hip,act_thigh,act_calf,foot_x,foot_y,foot_z,foot_force_fr,imu_roll,imu_pitch
32.9827,1,0.0,-0.3,0.0,0.0043,0.3694,-1.3833,0.0895,-0.1034,-0.3112,93,0.0337,-0.0297
