timestamp_s,step,cmd_hip,cmd_thigh,cmd_calf,act_hip,act_thigh,act_calf,foot_x,foot_y,foot_z,foot_force_fr,imu_roll,imu_pitch
12.2805,1,0.0,-0.3,0.0,0.0045,0.3685,-1.3837,0.0892,-0.1034,-0.311,56,0.0313,-0.0331
